elapsed_sec,raw_x,raw_y,raw_z
33.6257988,5913,1087,15211
33.64080541,5490,1940,15211
33.65581201,5503,271,13943
33.67081862,4898,-1394,13180
33.68582523,4049,-2830,13340
33.70083183,4304,-1806,13358
33.71583844,4235,-1017,13216
33.73084505,4425,-591,14402
33.74585165,5682,-343,14934
33.76085826,6306,-725,15254
33.77586486,5632,-1189,15918
33.79087147,5805,-1280,15409
33.80587808,5525,-2433,14663
33.82088468,5403,-1739,14688
33.83589129,5746,-1096,14900
33.8508979,6093,-2517,15384
33.8659045,5938,-3471,15440
33.88091111,5409,-5076,14439
33.89591772,5347,-5357,13403
33.91092432,5014,-4586,14021
33.92593093,6115,-3459,13762
33.94093754,5714,-2062,15174
33.95594414,6327,-1016,16073
33.97095075,5765,-1629,15383
33.98595736,6076,-2077,14490
34.00096396,6623,-2036,14608
34.01597057,5919,-1885,14647
34.03097718,5944,-1384,15213
34.04598378,6381,-1131,15932
34.06099039,7307,-1181,15328
34.075997,6786,-463,16669
34.0910036,7207,-49,16380
34.10601021,5742,-1215,14623
34.12101682,4452,-3353,13301
34.13602342,4509,-4960,12695
34.15103003,5211,-5186,13310
34.16603664,5974,-2608,14702
34.18104324,7065,1443,16282
34.19604985,5943,4294,16531
34.21105646,5535,2130,14974
34.22606306,6257,-3660,13203
34.24106967,4673,-7656,12685
34.25607628,4673,-8288,11908
34.27108288,5457,-6440,13203
34.28608949,5832,-3196,14742
34.3010961,6468,-802,15389
34.3161027,6886,-450,16698
34.33110931,7506,68,16101
34.34611592,6624,-108,15546
34.36112252,6673,-2073,14973
34.37612913,5982,-3308,14361
34.39113574,5666,-3371,14217
34.40614234,5667,-2965,13924
34.42114895,6187,-1950,14826
34.43615556,5979,-1273,14631
34.45116216,6438,-1141,15258
34.46616877,5878,-1257,14642
34.48117538,6233,-2382,14311
34.49618198,5753,-2206,14612
34.51118859,6051,-1502,15290
34.5261952,6022,-450,15258
34.5412018,5766,-271,14999
34.55620841,5736,-1462,14618
34.57121502,5606,-2993,13771
34.58622162,5167,-3406,14334
34.60122823,5781,-2803,14918
34.61623483,6081,-642,15273
34.63124144,5929,-162,14834
34.64624805,5385,-1320,14497
34.66125465,4584,-3153,13759
34.67626126,5227,-4162,14152
34.69126787,5662,-3468,15507
34.70627447,6157,-2035,15116
34.72128108,5198,-1949,15211
34.73628769,5430,-2197,14280
34.75129429,4667,-3763,13632
34.7663009,5057,-4728,13342
34.78130751,5849,-3045,14920
34.79631411,6291,-1424,16366
34.81132072,6823,91,17257
34.82632733,7586,777,17307
34.84133393,6515,-342,15917
34.85634054,6166,-2249,14852
34.87134715,5380,-3317,14100
34.88635375,5687,-3250,14304
34.90136036,5720,-1602,15000
34.91636697,6354,-518,15300
34.93137357,6839,351,16271
34.94638018,5990,1890,15388
34.96138679,5316,-875,13702
34.97639339,4166,-3080,13797
34.9914,5033,-6347,12671
35.00640661,3494,-5971,13527
35.02141321,5284,-5175,13850
35.03641982,4250,-2769,14070
35.05142643,6030,-1705,14880
35.06643303,7041,-570,16340
35.08143964,6626,414,16169
35.09644625,6812,-487,16083
35.11145285,6130,-1376,15820
35.12645946,5419,-1893,14466
35.14146607,4717,-3464,14320
35.15647267,5634,-2578,14113
35.17147928,6398,-1452,14421
35.18648589,7043,-923,15372
35.20149249,6134,-610,15682
35.2164991,6184,-908,14801
35.23150571,5475,-1297,15112
35.24651231,5516,-1641,14865
35.26151892,6133,-1808,14648
35.27652553,5228,-1810,14851
35.29153213,6126,-1881,14891
35.30653874,5308,-1791,15458
35.32154535,5490,-1773,14646
35.33655195,4726,-3327,13463
35.35155856,4724,-4102,12850
35.36656517,5460,-4775,13641
35.38157177,6655,-1807,15925
35.39657838,6768,2934,16726
35.41158498,6723,5659,16211
35.42659159,5798,4198,15702
35.4415982,5023,910,13879
35.4566048,4345,-3311,12549
35.47161141,4430,-3725,13664
35.48661802,5032,-2244,14088
35.50162462,5116,-1087,14739
35.51663123,6232,-121,15821
35.53163784,6801,161,15969
35.54664444,6168,128,15596
35.56165105,5639,-272,15205
35.57665766,5313,-535,14918
35.59166426,6201,-1142,15989
35.60667087,5520,-1240,15551
35.62167748,6610,-234,15724
35.63668408,5836,333,15953
35.65169069,6303,267,14969
35.6666973,5118,-1266,13581
35.6817039,4245,-5250,12848
35.69671051,3768,-6864,12386
35.71171712,4595,-5682,13450
35.72672372,5925,-1958,15731
35.74173033,6992,1131,16452
35.75673694,6426,522,15679
35.77174354,6266,-676,15206
35.78675015,6212,-2301,14256
35.80175676,5309,-4011,13750
35.81676336,5221,-3375,14116
35.83176997,5350,-1563,14947
35.84677658,5435,182,15357
35.86178318,6804,1152,16579
35.87678979,6198,846,15603
35.8917964,5508,-1391,14981
35.906803,5091,-3495,14367
35.92180961,5049,-4254,13807
35.93681622,5009,-3077,14277
35.95182282,6041,-1573,14844
35.96682943,6239,105,15954
35.98183604,5085,-1323,14777
35.99684264,4669,-4390,13273
36.01184925,3480,-6821,12834
36.02685586,4613,-4734,13296
36.04186246,6330,-321,15834
36.05686907,8135,4517,16607
36.07187568,8184,6545,16517
36.08688228,6321,1984,13801
36.10188889,4406,-2802,12924
36.1168955,4144,-4575,12644
36.1319021,4521,-3896,14213
36.14690871,5504,-1822,15464
36.16191532,5297,-1106,15455
36.17692192,6147,-782,15603
36.19192853,5751,-1640,14766
36.20693514,5733,-1281,15058
36.22194174,6077,-802,14397
36.23694835,4882,-1357,14091
36.25195495,4867,-3750,14060
36.26696156,4712,-5364,13805
36.28196817,4830,-4752,14535
36.29697477,5501,-4322,14228
36.31198138,5818,-2928,14215
36.32698799,5507,-1975,14652
36.34199459,6154,-1753,15603
36.3570012,6550,-2625,15278
36.37200781,5744,-2673,15587
36.38701441,6105,-2024,15980
36.40202102,5928,-1360,14971
36.41702763,5509,-1717,14726
36.43203423,5516,-1660,14476
36.44704084,5912,-2107,13818
36.46204745,5305,-2156,14745
36.47705405,5561,-1402,15083
36.49206066,5636,-1250,15170
36.50706727,5758,-1399,15489
36.52207387,6198,-840,15213
36.53708048,5403,-613,14862
36.55208709,5626,-1254,14854
36.56709369,5249,-2839,14919
36.5821003,5372,-1953,15171
36.59710691,5978,-1790,16017
36.61211351,6550,165,16427
36.62712012,6344,2123,15936
36.64212673,4810,83,14798
36.65713333,4623,-3029,13802
36.67213994,4403,-4735,12843
36.68714655,4482,-4998,13791
36.70215315,5036,-3861,14061
36.71715976,5071,-2790,14426
36.73216637,5085,-1365,14628
36.74717297,5616,-1167,14941
36.76217958,5930,-1658,15158
36.77718619,6127,-2377,15602
36.79219279,6060,-2586,14807
36.8071994,5834,-2172,14959
36.82220601,5791,-2023,15349
36.83721261,5814,-1744,15684
36.85221922,5800,-1621,15539
36.86722583,5977,-1405,15222
36.88223243,5437,-1828,14921
36.89723904,5142,-2688,14543
36.91224565,4097,-2871,14530
36.92725225,5508,-2979,14230
36.94225886,6090,-991,15819
36.95726547,6417,-82,16562
36.97227207,6112,1376,16289
36.98727868,5545,750,15129
37.00228529,4937,-1775,13496
37.01729189,4731,-4704,12821
37.0322985,4193,-6100,12656
37.04730511,4211,-6144,12955
37.06231171,4524,-3584,13679
37.07731832,4502,-957,14572
37.09232492,6659,1886,17129
37.10733153,6304,3338,17060
37.12233814,6153,820,14610
37.13734474,6163,-602,14485
37.15235135,4774,-3628,13761
37.16735796,5051,-4231,14443
37.18236456,5049,-3034,14467
37.19737117,6021,-1576,15151
37.21237778,6415,-487,16058
37.22738438,6366,34,14774
37.24239099,5767,-235,14901
37.2573976,6693,-1020,15708
37.2724042,5873,-702,15581
37.28741081,5576,-1047,14480
37.30241742,5789,-927,14437
37.31742402,5361,-1225,14035
37.33243063,5709,-1756,14301
37.34743724,5999,-1840,14622
37.36244384,5552,-1027,14545
37.37745045,5491,-530,14746
37.39245706,7138,1460,14622
37.40746366,6331,2182,15128
37.42247027,5972,2102,16004
37.43747688,6164,873,15652
37.45248348,5488,541,14725
37.46749009,4520,-954,13391
37.4824967,4533,-2860,13150
37.4975033,4592,-3050,13944
37.51250991,4859,-2391,14372
37.52751652,5626,-1097,15552
37.54252312,5654,-352,14922
37.55752973,6070,-400,14646
37.57253634,5845,-842,14491
37.58754294,6244,-799,14983
37.60254955,5826,-1823,14952
37.61755616,6255,-1741,15872
37.63256276,6766,-1336,16393
37.64756937,5984,-373,16426
37.66257598,6540,-90,15862
37.67758258,5985,-523,15677
37.69258919,6214,-776,15551
37.7075958,5869,-733,15445
37.7226024,5795,-1274,14669
37.73760901,5193,-1888,14598
37.75261562,5426,-969,15333
37.76762222,5164,-310,14918
37.78262883,5113,-473,15094
37.79763544,5093,-772,15041
37.81264204,5549,-1238,14895
37.82764865,5776,-1380,15220
37.84265526,5414,-886,14750
37.85766186,5286,-1048,14875
37.87266847,5646,-1145,15271
37.88767508,5446,-1230,14780
37.90268168,5710,-1285,14930
37.91768829,5724,-1012,15302
37.93269489,5381,-1307,15530
37.9477015,5733,-782,15550
37.96270811,6067,-1150,14935
37.97771471,5634,-1289,14772
37.99272132,5459,-1575,14414
38.00772793,6033,-1002,14982
38.02273453,5726,-1061,14867
38.03774114,5519,-702,14807
38.05274775,5830,-458,14733
38.06775435,5429,-861,14774
38.08276096,5257,-990,14851
38.09776757,5121,-1578,14663
38.11277417,4666,-669,15024
38.12778078,5682,-681,14696
38.14278739,5562,192,15226
38.15779399,5277,-479,15239
38.1728006,5240,-931,14812
38.18780721,5481,-1149,15038
38.20281381,5653,-1377,15560
38.21782042,5701,-807,15111
38.23282703,5322,-672,15255
38.24783363,5555,-1183,15740
38.26284024,5720,-1241,15039
38.27784685,5544,-1054,15061
38.29285345,5837,-1125,14873
38.30786006,5696,-956,14720
38.32286667,5501,-1076,15448
38.33787327,5798,-991,15279
38.35287988,5921,-932,15329
38.36788649,5664,-1043,15296
38.38289309,5513,-1024,14986
38.3978997,5665,-477,14833
38.41290631,5701,-763,15296
38.42791291,6144,-960,15073
38.44291952,5165,-1234,15410
38.45792613,6167,-1461,14915
38.47293273,5413,-1032,15425
38.48793934,5821,-1331,14903
38.50294595,5417,-1327,15144
38.51795255,5901,-1990,15299
38.53295916,5674,-1425,14812
38.54796577,5661,-1371,14713
38.56297237,5991,-850,14400
38.57797898,5918,-1377,14056
38.59298559,5745,-1222,14815
38.60799219,5301,-1390,15277
38.6229988,5373,-1243,15036
38.63800541,5841,-1420,14702
38.65301201,5452,-1261,15145
38.66801862,5739,-1566,15002
38.68302523,5031,-1289,14633
38.69803183,5645,-1436,15098
38.71303844,5695,-1187,15086
38.72804505,5325,-1150,15060
38.74305165,5631,-1088,15137
38.75805826,5569,-1435,15006
38.77306486,5461,-1146,15191
38.78807147,5323,-1316,15216
38.80307808,5338,-1235,15166
38.81808468,5534,-1215,14925
38.83309129,5311,-1133,15151
38.8480979,5426,-1276,15232
38.8631045,5220,-1085,14903
38.87811111,5523,-963,14947
38.89311772,4808,-1736,14541
38.90812432,4997,-954,14829
38.92313093,5319,-1187,14714
38.93813754,5857,-1201,15210
38.95314414,5447,-1485,15174
38.96815075,5257,-1546,14760
38.98315736,5696,-1588,15120
38.99816396,4931,-1565,15103
39.01317057,4569,-1113,15017
39.02817718,5844,-1029,15111
39.04318378,5356,-1026,14730
39.05819039,4976,-1505,14822
39.073197,5821,-1576,15068
39.0882036,5396,-1363,14787
39.10321021,5300,-1530,14953
39.11821682,5392,-987,14463
39.13322342,5618,-1339,15337
39.14823003,6030,-2578,14173
39.16323664,4825,-1389,15560
39.17824324,6337,-1651,14716
39.19324985,4786,-1013,15459
39.20825646,5375,-1319,14736
39.22326306,4714,-517,15866
39.23826967,5495,-777,15583
39.25327628,5108,-954,15208
39.26828288,5536,-1716,15115
39.28328949,5378,-1054,14975
39.2982961,5122,-1583,15382
39.3133027,5516,-1058,14998
39.32830931,5208,-1370,15256
39.34331592,5475,-1039,14866
39.35832252,5364,-996,15017
39.37332913,5335,-977,15361
39.38833574,5577,-1318,15594
39.40334234,5521,-1214,15229
39.41834895,5488,-1602,14926
39.43335556,5481,-1164,15102
39.44836216,5407,-1179,15002
39.46336877,5493,-1306,15143
39.47837538,4803,-2430,14425
39.49338198,5008,-2277,14220
39.50838859,4385,-3125,13981
39.5233952,4892,-3834,14536
39.5384018,4556,-3891,15347
39.55340841,5218,-3142,16044
39.56841502,5469,-1981,15478
39.58342162,4952,-2385,15151
39.59842823,4556,-2710,14151
39.61343483,4058,-3422,14211
39.62844144,4447,-4877,15179
39.64344805,5227,-4504,14292
39.65845465,5298,-3054,15559
39.67346126,4516,-1922,16281
39.68846787,5840,-649,14658
39.70347447,5732,-2135,15166
39.71848108,5337,-3166,15876
39.73348769,5677,-3581,15845
39.74849429,5207,-2351,15183
39.7635009,5539,-1948,14911
39.77850751,5096,-2732,13997
39.79351411,4857,-2481,14464
39.80852072,5644,-2513,15268
39.82352733,6159,-2245,16774
39.83853393,5840,-1288,17318
39.85354054,4401,-281,14626
39.86854715,4493,-1063,12792
39.88355375,3276,-3143,12795
39.89856036,3779,-4056,14241
39.91356697,4616,-4608,14280
39.92857357,6172,-3255,14172
39.94358018,5376,-1817,16640
39.95858679,4375,-2502,15269
39.97359339,5944,3052,12972
39.9886,4558,158,14170
40.00360661,5318,-1292,14718
40.01861321,4363,-1567,15571
40.03361982,5420,-2277,14838
40.04862643,5199,-1742,15154
40.06363303,4775,-548,15160
40.07863964,5247,-211,14384
40.09364625,4454,-2738,14840
40.10865285,4831,-3674,14613
40.12365946,5243,-4741,14237
40.13866607,5781,-4276,15318
40.15367267,5325,-3002,15421
40.16867928,5855,-1881,15714
40.18368589,5467,-1967,15496
40.19869249,5795,-2163,15159
40.2136991,5115,-2719,15425
40.22870571,4903,-1563,15510
40.24371231,5487,-1829,15235
40.25871892,7062,-1546,14570
40.27372553,4180,-1435,15182
40.28873213,5236,2316,14944
40.30373874,3744,2623,11574
40.31874535,4092,1710,12056
40.33375195,4738,-3909,15137
40.34875856,1696,-4594,15970
40.36376517,5620,-4227,12418
40.37877177,7329,-3654,13225
40.39377838,4763,-2356,17452
40.40878498,5155,-744,17046
40.42379159,6088,2080,16574
40.4387982,6042,-140,15124
40.4538048,5484,639,13711
40.46881141,5665,-1021,14983
40.48381802,3883,-3111,15247
40.49882462,4791,-2903,14615
40.51383123,5181,-2004,15643
40.52883784,5484,-1944,15340
40.54384444,5598,-1782,14732
40.55885105,4395,-2785,14128
40.57385766,4256,-3870,14902
40.58886426,5436,-4691,13661
40.60387087,5929,-3168,15789
40.61887748,6164,-1114,17159
40.63388408,5449,-66,15180
40.64889069,4307,-88,13988
40.6638973,3537,-1136,14178
40.6789039,4918,-2213,15397
40.69391051,5196,-1966,16121
40.70891712,5202,-900,15753
40.72392372,5265,-425,15216
40.73893033,5847,-880,14684
40.75393694,6008,-1137,14526
40.76894354,5383,-1145,15066
40.78395015,5391,-1257,14735
40.79895676,6526,-705,15526
40.81396336,6740,-842,15807
40.82896997,6198,-1596,14950
40.84397658,6210,-2262,14455
40.85898318,5915,-2119,14234
40.87398979,6822,-2440,14796
40.8889964,6516,-1339,15535
40.904003,6514,-760,14971
40.91900961,6426,-911,14726
40.93401622,5435,-1795,13840
40.94902282,5881,-1798,12889
40.96402943,4345,-3385,14870
40.97903604,5880,-2440,17208
40.99404264,5945,-312,16571
41.00904925,6394,1299,15499
41.02405586,7596,2097,13891
41.03906246,5199,-638,13089
41.05406907,3841,-4113,13187
41.06907568,4771,-4519,13832
41.08408228,6043,-2074,15211
41.09908889,5807,6,15536
41.1140955,5568,317,14638
41.1291021,5735,-639,14177
41.14410871,5202,-1859,13753
41.15911532,5441,-2163,13963
41.17412192,5527,-2002,14596
41.18912853,6740,-1563,15692
41.20413514,6810,-1530,16552
41.21914174,6447,-1282,15664
41.23414835,6391,-1511,15153
41.24915495,6072,-2231,15116
41.26416156,6459,-2240,15106
41.27916817,5860,-2631,14620
41.29417477,5946,-2290,14641
41.30918138,6402,-1605,15430
41.32418799,6423,-1517,15683
41.33919459,7009,-472,17074
41.3542012,7253,114,16031
41.36920781,6090,-208,15216
41.38421441,5129,-2704,13199
41.39922102,4713,-5237,12587
41.41422763,5342,-3324,12978
41.42923423,6170,-1322,14462
41.44424084,6728,-259,15994
41.45924745,7279,60,16423
41.47425405,6845,-932,15998
41.48926066,6583,-1531,14957
41.50426727,5721,-2053,13919
41.51927387,5827,-3197,13329
41.53428048,5305,-2623,14101
41.54928709,6745,-1988,15695
41.56429369,6549,-1515,15918
41.5793003,6809,-1538,16009
41.59430691,5901,-866,14815
41.60931351,6194,-1153,12879
41.62432012,5090,-2869,13676
41.63932673,5020,-4053,13748
41.65433333,6034,-4106,14232
41.66933994,6118,-1784,15347
41.68434655,6339,-696,14454
41.69935315,6026,-702,13817
41.71435976,5355,-2231,13013
41.72936637,5282,-4110,14031
41.74437297,5856,-3623,14280
41.75937958,6696,-2882,15644
41.77438619,6457,-2472,15668
41.78939279,6620,-1579,15914
41.8043994,7114,-155,15652
41.81940601,7205,132,15983
41.83441261,6637,-1155,15492
41.84941922,6671,-1570,14782
41.86442583,5812,-1970,14305
41.87943243,6366,-2010,14777
41.89443904,6379,-1230,15806
41.90944565,7292,-937,16365
41.92445225,7206,290,16898
41.93945886,6588,344,14950
41.95446547,5289,-2513,12523
41.96947207,4132,-5551,11993
41.98447868,4736,-7389,12592
41.99948529,6094,-4436,14264
42.01449189,6282,-1445,15121
42.0294985,6680,-1099,15259
42.04450511,7392,-1714,15544
42.05951171,7041,-1756,15872
42.07451832,6543,-1560,15726
42.08952492,6307,-1800,14289
42.10453153,5312,-3184,12860
42.11953814,4545,-5011,12466
42.13454474,5943,-5208,13118
42.14955135,6370,-2591,14307
42.16455796,6989,-1840,15019
42.17956456,7382,-1541,15868
42.19457117,6987,-1050,15765
42.20957778,6837,-1229,16164
42.22458438,6532,-723,15756
42.23959099,6694,-1607,14811
42.2545976,6119,-1997,14582
42.2696042,5930,-2054,14442
42.28461081,5798,-1584,14689
42.29961742,6337,-1527,15405
42.31462402,6364,-210,16198
42.32963063,7476,-454,16590
42.34463724,6465,-985,14498
42.35964384,5955,-2148,13566
42.37465045,5846,-3855,12693
42.38965706,5864,-2355,13790
42.40466366,6652,-1282,14575
42.41967027,5353,-1648,14294
42.43467688,6474,-1277,14789
42.44968348,6379,-2181,14810
42.46469009,5747,-1311,15430
42.4796967,6612,-1519,14438
42.4947033,6263,-2130,14492
42.50970991,6564,-1952,14545
42.52471652,6156,-833,14675
42.53972312,6350,-823,14466
42.55472973,6294,-1159,14640
42.56973634,6043,-1686,15016
42.58474294,6244,-1520,14569
42.59974955,6180,-1645,14884
42.61475616,6276,-470,15048
42.62976276,6194,-798,15634
42.64476937,5848,-1270,14768
42.65977598,5122,-2357,14572
42.67478258,6445,-2080,14215
42.68978919,6171,-1960,14831
42.7047958,5968,-1942,13626
42.7198024,5743,-2136,14401
42.73480901,7542,-862,16599
42.74981562,11015,-3188,14218
42.76482222,6070,2083,16040
42.77982883,8371,-583,14251
42.79483544,3980,-2253,13665
42.80984204,5364,-3580,13087
42.82484865,5504,-2974,13425
42.83985526,6418,-1597,14825
42.85486186,6471,-904,15672
42.86986847,6969,-172,16211
42.88487508,6558,77,15786
42.89988168,5680,77,15145
42.91488829,5679,-2149,14660
42.92989489,5842,-3112,14208
42.9449015,5696,-3856,13872
42.95990811,6501,-3880,14209
42.97491471,5990,-2351,15660
42.98992132,7188,-2185,15373
43.00492793,6328,-2955,14215
43.01993453,5857,-3878,14038
43.03494114,5599,-3777,13389
43.04994775,5956,-4312,14007
43.06495435,7484,-2284,14102
43.07996096,7209,-1631,16655
43.09496757,6440,466,16292
43.10997417,7696,-232,14864
43.12498078,4700,-2964,13725
43.13998739,5100,-4895,13878
43.15499399,6241,-4421,13324
43.1700006,6092,-2946,14111
43.18500721,6638,-1773,14996
43.20001381,6705,-599,15656
43.21502042,7386,-413,16841
43.23002703,6658,-513,15208
43.24503363,6113,-2172,14147
43.26004024,5542,-3017,14010
43.27504685,5999,-3473,14033
43.29005345,6053,-3271,14674
43.30506006,6301,-2714,15068
43.32006667,6143,-2052,15233
43.33507327,5929,-2397,14589
43.35007988,5854,-2808,14391
43.36508649,5486,-2988,13698
43.38009309,5023,-4304,13688
43.3950997,5607,-3925,14185
43.41010631,6160,-2727,14561
43.42511291,6071,-3004,14761
43.44011952,6780,-2244,15358
43.45512613,6722,-2853,15416
43.47013273,6229,-2314,15114
43.48513934,5723,-2536,14705
43.50014595,5783,-3128,14258
43.51515255,6831,-2563,14664
43.53015916,6176,-2012,15161
43.54516577,6855,-1989,15420
43.56017237,6735,-1454,15061
43.57517898,5958,-1876,14848
43.59018559,6121,-2106,14800
43.60519219,6213,-1912,14503
43.6201988,6001,-1954,14520
43.63520541,5912,-1645,14414
43.65021201,5628,-2328,14141
43.66521862,5706,-2183,14997
43.68022523,5967,-1351,15889
43.69523183,6044,-581,15082
43.71023844,5150,-1714,13579
43.72524505,4779,-3631,13044
43.74025165,4714,-5005,13022
43.75525826,4953,-4831,13336
43.77026486,6082,-2942,14545
43.78527147,6830,-1591,15553
43.80027808,6462,-361,15555
43.81528468,6482,-1131,15299
43.83029129,6645,-1604,14884
43.8452979,5835,-2408,14775
43.8603045,6570,-2587,14486
43.87531111,6955,-1737,15260
43.89031772,6751,-1460,15787
43.90532432,6669,-1128,14960
43.92033093,6527,-2233,14620
43.93533754,5767,-2479,13183
43.95034414,5447,-4771,12992
43.96535075,5884,-4700,13696
43.98035736,6121,-3526,15036
43.99536396,6306,-2874,15693
44.01037057,6362,-2513,15165
44.02537718,6052,-3261,14730
44.04038378,6185,-2937,14482
44.05539039,6663,-2043,14410
44.070397,6190,-2552,14389
44.0854036,6717,-2367,14206
44.10041021,6274,-1454,14174
44.11541682,6689,-909,14771
44.13042342,7386,-342,15377
44.14543003,7428,-1023,16047
44.16043664,7975,-867,15725
44.17544324,6962,-688,15302
44.19044985,6450,-1091,14710
44.20545646,6207,-1797,13737
44.22046306,6250,-1587,13820
44.23546967,6306,-2722,13680
44.25047628,6989,-2107,14489
44.26548288,6971,-1944,15217
44.28048949,6567,-1025,15150
44.2954961,6442,-1831,15048
44.3105027,6033,-1949,14812
44.32550931,6621,-1821,14491
44.34051592,6528,-1416,15242
44.35552252,6374,-1773,15669
44.37052913,6409,-1752,14689
44.38553574,6538,-1421,14297
44.40054234,5799,-901,14477
44.41554895,6167,-203,14164
44.43055556,5896,-949,14280
44.44556216,5889,-1291,14384
44.46056877,6059,-1365,14340
44.47557538,5790,-1042,14335
44.49058198,6201,-2018,14143
44.50558859,6160,-1861,14536
44.5205952,6123,-1708,14889
44.5356018,6590,-1513,15031
44.55060841,6322,-1372,14904
44.56561502,6261,-773,15075
44.58062162,6687,-621,14758
44.59562823,6369,-921,15028
44.61063483,6449,-944,15335
44.62564144,6431,-1531,14744
44.64064805,6641,-1438,14860
44.65565465,6738,-1197,15243
44.67066126,6583,-1225,15283
44.68566787,6779,-1521,15016
44.70067447,6690,-1282,14537
44.71568108,6767,-1370,14588
44.73068769,6554,-1229,15282
44.74569429,6206,-1450,14581
44.7607009,6191,-1441,14559
44.77570751,6403,-1361,14553
44.79071411,6351,-1290,14623
44.80572072,6423,-1329,14734
44.82072733,6603,-951,14457
44.83573393,6373,-1307,14422
44.85074054,6266,-1481,14929
44.86574715,6189,-1539,14564
44.88075375,6356,-1276,14946
44.89576036,6013,-1258,14980
44.91076697,6305,-1412,14976
44.92577357,6320,-916,14661
44.94078018,5975,-853,14881
44.95578679,6459,-1066,14669
44.97079339,6470,-1262,14547
44.9858,6455,-1193,14637
45.00080661,6158,-1455,14563
45.01581321,6558,-1419,14770
45.03081982,6233,-1071,14813
45.04582643,6193,-756,14423
45.06083303,6202,-663,14178
45.07583964,6344,-840,14745
45.09084625,6299,-1324,15072
45.10585285,6310,-1402,14679
45.12085946,6288,-1167,14927
45.13586607,6296,-1328,14128
45.15087267,6459,-581,14619
45.16587928,6730,-897,14662
45.18088589,6565,-1099,14796
45.19589249,5924,-1351,15108
45.2108991,5670,-1060,14672
45.22590571,6566,-1066,14967
45.24091231,6091,-974,14706
45.25591892,6412,-1059,15112
45.27092553,6230,-1098,15442
45.28593213,5924,-952,14791
45.30093874,6444,-924,14713
45.31594535,6531,-1214,14553
45.33095195,6377,-1612,14879
45.34595856,5866,-1133,14788
45.36096517,6151,-738,15214
45.37597177,6342,-719,14306
45.39097838,6145,-1150,14903
45.40598498,6820,-1208,14850
45.42099159,6345,-1158,15263
45.4359982,6583,-999,15214
45.4510048,6199,-1592,15150
45.46601141,6050,-3150,14773
45.48101802,6331,-4479,13891
45.49602462,5745,-4885,13060
45.51103123,5519,-4408,13033
45.52603784,5218,-3453,13419
45.54104444,5544,-1881,13466
45.55605105,6176,-767,14383
45.57105766,6514,-722,16338
45.58606426,7522,239,16638
45.60107087,6094,111,14388
45.61607748,4990,-1822,12777
45.63108408,4202,-5852,12597
45.64609069,5763,-7423,12450
45.6610973,6179,-3753,13858
45.6761039,7175,-878,15291
45.69111051,8683,47,14618
45.70611712,9341,764,15635
45.72112372,8831,1087,15455
45.73613033,7131,415,16023
45.75113694,6391,-1652,13475
45.76614354,5383,-3665,12203
45.78115015,5000,-4833,11477
45.79615676,5647,-4253,12974
45.81116336,6380,-2597,14527
45.82616997,7184,-2156,15393
45.84117658,7010,-1804,15863
45.85618318,6514,-2076,15082
45.87118979,6431,-2802,14677
45.8861964,5929,-2981,14080
45.901203,6838,-2767,14165
45.91620961,6847,-2280,14917
45.93121622,6991,-2224,15051
45.94622282,6996,-1826,15552
45.96122943,6387,-1971,14465
45.97623604,6006,-2929,14174
45.99124264,6200,-3118,13187
46.00624925,5361,-4018,13391
46.02125586,6007,-2481,13137
46.03626246,6755,-2092,14697
46.05126907,7213,-1839,15197
46.06627568,7267,-1922,14533
46.08128228,6395,-2287,13457
46.09628889,6225,-2223,12835
46.1112955,6208,-2131,14146
46.1263021,7048,-2152,14867
46.14130871,7320,-804,15204
46.15631532,6862,66,15168
46.17132192,7189,-1782,14997
46.18632853,7439,-2188,15495
46.20133514,7235,-1886,15154
46.21634174,7605,-538,16129
46.23134835,7780,-356,16649
46.24635495,7277,-701,14943
46.26136156,6155,-1056,13967
46.27636817,5921,-2263,13347
46.29137477,6369,-3294,13391
46.30638138,6397,-2784,13966
46.32138799,6763,-1342,15766
46.33639459,7326,-18,15168
46.3514012,6384,-960,14192
46.36640781,5881,-2236,13663
46.38141441,5380,-3976,13570
46.39642102,6155,-5587,13360
46.41142763,7027,-3314,14174
46.42643423,6720,-1472,14471
46.44144084,7052,-1790,15437
46.45644745,7173,-1998,14702
46.47145405,6669,-2452,15123
46.48646066,6259,-1706,14603
46.50146727,6116,-1696,13708
46.51647387,6064,-888,13636
46.53148048,5759,123,14066
46.54648709,6556,1493,14640
46.56149369,6655,1181,15466
46.5765003,7049,1001,15338
46.59150691,6574,469,14278
46.60651351,6850,655,13038
46.62152012,7336,-21,13192
46.63652673,7654,11,15153
46.65153333,8244,754,15360
46.66653994,8045,1363,16486
46.68154655,7947,1281,16025
46.69655315,7146,-78,15323
46.71155976,6095,-344,14048
46.72656637,6417,-1191,13156
46.74157297,6147,-1817,13315
46.75657958,5732,-1170,13478
46.77158619,5893,-905,13853
46.78659279,6224,-71,14609
46.8015994,6156,196,14557
46.81660601,6792,-226,14548
46.83161261,6537,-136,15241
46.84661922,6036,-887,14737
46.86162583,6202,-1258,14219
46.87663243,5592,-2414,13372
46.89163904,6421,-2172,13098
46.90664565,6138,-1131,14364
46.92165225,7505,1451,16694
46.93665886,7676,1797,17923
46.95166547,7139,756,17336
46.96667207,6030,72,15203
46.98167868,5292,-831,14225
46.99668529,5797,-1801,14063
47.01169189,5945,-1311,13643
