elapsed_sec,raw_x,raw_y,raw_z
148.6214252,4575,759,14577
148.6364318,5151,684,15049
148.6514384,4828,444,15279
148.666445,5078,-308,16362
148.6814517,5262,892,15946
148.6964583,5282,580,14489
148.7114649,5131,-127,13615
148.7264715,4239,-1786,13993
148.7414781,4163,-4471,14159
148.7564847,4779,-5446,14327
148.7714913,5105,-3851,15456
148.7864979,6751,-1792,18190
148.8015045,6151,589,17678
148.8165111,5679,1548,15006
148.8315177,4645,-2093,15109
148.8465243,3984,-4526,14234
148.8615309,4967,-4420,13467
148.8765375,4870,-4054,12879
148.8915441,5789,-3325,14577
148.9065508,6336,-1946,15982
148.9215574,6005,-894,16034
148.936564,5916,-1046,16001
148.9515706,6333,-687,16062
148.9665772,5649,-1652,15636
148.9815838,5843,-2145,15300
148.9965904,5491,-2684,15434
149.011597,5395,-2664,14278
149.0266036,4969,-2142,14901
149.0416102,5549,-1648,14855
149.0566168,5947,-924,14461
149.0716234,5859,-1831,15497
149.08663,6234,-2320,15520
149.1016366,6150,-3101,15086
149.1166432,5481,-2493,14041
149.1316498,6211,-44,15051
149.1466565,4898,-209,14597
149.1616631,5103,-393,15853
149.1766697,5472,-668,16123
149.1916763,5531,511,15328
149.2066829,5599,-154,14536
149.2216895,4568,140,13825
149.2366961,4068,-1447,13935
149.2517027,4135,-3947,14250
149.2667093,4937,-3537,15044
149.2817159,5886,-1388,15314
149.2967225,5725,29,14914
149.3117291,4964,79,14655
149.3267357,5088,-1132,14264
149.3417423,5620,-1453,15016
149.3567489,5682,-2032,15795
149.3717556,5428,-1073,16604
149.3867622,6090,-117,17154
149.4017688,5779,-354,17008
149.4167754,6943,278,15595
149.431782,5978,-1327,14242
149.4467886,4620,-3201,12718
149.4617952,4642,-4991,11315
149.4768018,4428,-7400,12515
149.4918084,5209,-5904,13551
149.506815,5970,-2943,14209
149.5218216,6423,-1846,16186
149.5368282,6659,-705,16987
149.5518348,7786,-857,16174
149.5668414,6526,-1710,15029
149.581848,6113,-1716,14478
149.5968547,6076,-2528,14591
149.6118613,5963,-3040,13974
149.6268679,5838,-2264,14792
149.6418745,5723,-1055,15798
149.6568811,6188,-1067,15997
149.6718877,6794,805,15570
149.6868943,7400,908,15006
149.7019009,5779,-729,14484
149.7169075,5732,-1799,15287
149.7319141,7339,-3371,15050
149.7469207,5372,-2882,13541
149.7619273,5814,-1179,14166
149.7769339,6540,-552,17708
149.7919405,6597,1159,15953
149.8069471,5007,-129,13851
149.8219538,4600,-2694,13194
149.8369604,4115,-4742,12782
149.851967,4714,-5098,12347
149.8669736,5442,-2915,13223
149.8819802,5448,-721,14386
149.8969868,6825,578,16061
149.9119934,7220,108,17878
149.927,6653,447,17043
149.9420066,6420,-865,15622
149.9570132,5384,-2018,14669
149.9720198,5436,-3134,14030
149.9870264,5735,-2361,14478
150.002033,6156,-1365,15025
150.0170396,5509,503,14008
150.0320462,6064,-187,14411
150.0470529,6782,464,16564
150.0620595,7902,3732,14986
150.0770661,8310,6903,17598
150.0920727,5625,5933,14654
150.1070793,4258,-895,12390
150.1220859,3530,-6658,13561
150.1370925,4169,-8689,12216
150.1520991,5198,-4518,13441
150.1671057,5545,-148,15035
150.1821123,6501,3766,16417
150.1971189,7312,4426,16214
150.2121255,5542,1922,15069
150.2271321,5199,-1242,13655
150.2421387,5490,-3101,13321
150.2571453,5341,-2507,13735
150.272152,5991,-1331,14869
150.2871586,6328,-1559,14748
150.3021652,6128,-1865,13738
150.3171718,5799,-2813,14397
150.3321784,6037,-1809,14829
150.347185,6533,-1204,15038
150.3621916,6882,-628,15566
150.3771982,7462,-228,15581
150.3922048,7139,-141,15798
150.4072114,6809,285,15777
150.422218,6094,-144,14149
150.4372246,5836,-1653,13288
150.4522312,5818,-737,13848
150.4672378,7019,461,15803
150.4822444,8495,2401,17374
150.4972511,7596,4738,17206
150.5122577,6745,5450,16013
150.5272643,6443,3262,14786
150.5422709,5834,289,14289
150.5572775,5929,-1638,13499
150.5722841,5008,-2685,12693
150.5872907,5781,-3139,13622
150.6022973,5747,-990,14587
150.6173039,5747,1414,15112
150.6323105,6005,2497,15500
150.6473171,6177,1636,15200
150.6623237,5292,1208,14631
150.6773303,5212,-358,14317
150.6923369,4363,-1969,13472
150.7073435,4900,-3153,13441
150.7223502,5191,-2378,13702
150.7373568,5917,-28,14462
150.7523634,5970,754,15131
150.76737,6084,962,15170
150.7823766,6137,209,14719
150.7973832,5910,-975,14475
150.8123898,6536,-479,15046
150.8273964,6648,727,15916
150.842403,6409,2019,15780
150.8574096,6594,2671,15360
150.8724162,6186,2350,15104
150.8874228,5735,1163,14945
150.9024294,5582,-707,15166
150.917436,5943,-836,15168
150.9324426,5941,-109,15537
150.9474492,6110,432,15082
150.9624559,5647,925,14525
150.9774625,5601,1055,14456
150.9924691,6067,875,14850
151.0074757,6009,-269,14946
151.0224823,5857,-191,15293
151.0374889,5759,-92,14821
151.0524955,5605,429,14929
151.0675021,5806,650,14777
151.0825087,6040,769,15167
151.0975153,5453,-132,14422
151.1125219,5335,-635,14754
151.1275285,5866,-1498,14537
151.1425351,5352,-615,14892
151.1575417,6766,373,15213
151.1725483,5879,1590,15021
151.187555,5111,1579,14838
151.2025616,4764,-179,14248
151.2175682,4759,-140,14231
151.2325748,5441,-66,14745
151.2475814,5429,451,15229
151.262588,5884,1512,15099
151.2775946,5617,2542,15992
151.2926012,5683,2547,15458
151.3076078,5472,1823,15267
151.3226144,5342,367,14735
151.337621,4887,-1058,15022
151.3526276,4970,-1500,15101
151.3676342,5245,327,14968
151.3826408,5468,1455,15585
151.3976474,5389,2485,15522
151.4126541,5559,1943,16048
151.4276607,5834,1148,15599
151.4426673,5678,668,15363
151.4576739,5534,779,14601
151.4726805,5067,195,14349
151.4876871,4865,184,14624
151.5026937,5434,219,14951
151.5177003,5311,759,14862
151.5327069,5637,918,15063
151.5477135,5493,989,15290
151.5627201,5684,788,14732
151.5777267,5399,491,14794
151.5927333,5894,404,14951
151.6077399,5591,796,15237
151.6227465,6006,232,14927
151.6377532,5316,266,14460
151.6527598,5526,711,15000
151.6677664,5341,1485,15742
151.682773,5439,1261,14853
151.6977796,5185,951,14892
151.7127862,4682,896,14694
151.7277928,4937,-137,15289
151.7427994,4978,982,14859
151.757806,5381,1352,14780
151.7728126,5869,2460,15216
151.7878192,4991,2505,14925
151.8028258,4986,2011,14361
151.8178324,4853,978,15055
151.832839,5490,-239,15178
151.8478456,5307,-954,15047
151.8628523,4976,-177,15819
151.8778589,5272,925,15109
151.8928655,5710,1886,14972
151.9078721,5853,2099,16304
151.9228787,5800,1445,15345
151.9378853,5464,284,15187
151.9528919,5849,-336,14578
151.9678985,4866,-1033,14375
151.9829051,5020,-1045,14331
151.9979117,5935,-111,14656
152.0129183,5992,542,15347
152.0279249,6365,750,15374
152.0429315,5964,475,15345
152.0579381,6196,213,14901
152.0729447,6052,86,14603
152.0879514,5479,377,14321
152.102958,5643,-67,14645
152.1179646,5869,203,14919
152.1329712,6175,115,14969
152.1479778,5749,-115,15058
152.1629844,5954,-289,14844
152.177991,5283,180,15579
152.1929976,5905,863,15049
152.2080042,5586,445,14956
152.2230108,5414,654,15215
152.2380174,6402,538,14665
152.253024,5311,976,15223
152.2680306,5952,633,15740
152.2830372,5926,918,15223
152.2980438,5530,767,15485
152.3130505,5540,818,15349
152.3280571,5936,513,15183
152.3430637,5199,512,15032
152.3580703,5671,-995,15013
152.3730769,5484,-120,14912
152.3880835,5810,-1214,13957
152.4030901,3632,-1129,14741
152.4180967,6253,222,15147
152.4331033,6598,1573,15453
152.4481099,6094,1615,14750
152.4631165,6489,868,14837
152.4781231,6067,-388,14217
152.4931297,5668,-705,14274
152.5081363,5243,-894,13996
152.5231429,5901,-380,14682
152.5381495,5777,198,15450
152.5531562,5928,1289,16229
152.5681628,7065,1130,15013
152.5831694,5886,1538,14765
152.598176,5903,1754,14877
152.6131826,5340,-697,14091
152.6281892,5034,-2382,13878
152.6431958,5479,-2407,14466
152.6582024,5877,-1412,14993
152.673209,5713,94,15110
152.6882156,5844,674,14818
152.7032222,6030,402,14814
152.7182288,6224,579,15327
152.7332354,6408,320,15459
152.748242,6451,254,15654
152.7632486,5923,123,14874
152.7782553,5490,-164,14173
152.7932619,5098,-1377,13061
152.8082685,5731,-1268,14875
152.8232751,7505,3052,16271
152.8382817,6614,6521,16971
152.8532883,6409,5643,16569
152.8682949,5738,2208,14518
152.8833015,5244,-1222,13228
152.8983081,4114,-5063,12125
152.9133147,4301,-4883,13350
152.9283213,4812,-2261,13530
152.9433279,5841,928,15080
152.9583345,7004,3413,16656
152.9733411,7058,3618,16625
152.9883477,7230,2382,17561
153.0033544,5987,-166,14948
153.018361,5328,-1018,14739
153.0333676,5256,-180,15172
153.0483742,6060,477,15394
153.0633808,6228,1073,15268
153.0783874,5981,1139,15246
153.093394,5749,-116,15255
153.1084006,5687,-215,14848
153.1234072,6075,-296,14754
153.1384138,5698,390,15103
153.1534204,5969,831,15246
153.168427,5920,606,15218
153.1834336,5620,1306,15364
153.1984402,5460,738,14718
153.2134468,5191,-133,13790
153.2284535,5364,-267,14016
153.2434601,6061,641,14589
153.2584667,6052,1358,15133
153.2734733,6303,1465,15613
153.2884799,5701,2399,15230
153.3034865,5578,2454,14513
153.3184931,5143,1207,14604
153.3334997,5280,385,14669
153.3485063,5533,-1102,14858
153.3635129,5229,-753,14518
153.3785195,5768,310,14763
153.3935261,5764,1143,15131
153.4085327,5666,1653,15091
153.4235393,6381,1573,15370
153.4385459,5770,1034,15049
153.4535526,5844,128,14506
153.4685592,5204,-831,15342
153.4835658,5913,-1125,14824
153.4985724,6069,515,15265
153.513579,6309,1186,15500
153.5285856,5862,2458,15724
153.5435922,6231,2463,15606
153.5585988,6206,1379,15143
153.5736054,5897,208,14568
153.588612,5629,-854,14183
153.6036186,5296,-1083,14131
153.6186252,5224,282,14164
153.6336318,5618,722,14964
153.6486384,5906,1250,15386
153.663645,6094,1028,15232
153.6786517,5912,61,15577
153.6936583,5693,42,14581
153.7086649,5455,-527,14855
153.7236715,5339,-292,14370
153.7386781,5225,49,14894
153.7536847,5494,57,14886
153.7686913,5614,-53,14729
153.7836979,5609,231,15565
153.7987045,5765,1399,15779
153.8137111,6169,1835,15551
153.8287177,5831,1819,15148
153.8437243,5867,1006,14880
153.8587309,6124,279,14848
153.8737375,5316,449,14955
153.8887441,5633,1202,15008
153.9037508,5731,785,14771
153.9187574,6218,1261,14906
153.933764,5569,616,15552
153.9487706,6367,417,14856
153.9637772,5911,350,14739
153.9787838,5701,329,14952
153.9937904,5649,-662,14407
154.008797,5673,-48,15000
154.0238036,5905,51,14851
154.0388102,5659,-54,15072
154.0538168,6081,528,14797
154.0688234,5808,445,14792
154.08383,5576,389,14944
154.0988366,6337,39,14864
154.1138432,6007,-185,15004
154.1288498,6278,436,14877
154.1438565,6111,407,14887
154.1588631,5356,-254,14779
154.1738697,5890,-708,14467
154.1888763,5003,-1456,14710
154.2038829,5539,-849,14743
154.2188895,5985,239,15671
154.2338961,6100,-101,14821
154.2489027,6003,349,14653
154.2639093,5319,-266,14868
154.2789159,5386,-1428,14791
154.2939225,5297,-3092,13271
154.3089291,5281,-1797,14096
154.3239357,6597,50,15771
154.3389423,6998,1819,16306
154.3539489,7024,3328,15826
154.3689556,6342,2798,15915
154.3839622,5974,-216,14400
154.3989688,5708,-3694,12551
154.4139754,5038,-2437,14445
154.428982,6160,-1850,13210
154.4439886,5082,-1331,14215
154.4589952,5873,-1052,15442
154.4740018,7176,889,15448
154.4890084,6177,1485,16221
154.504015,6624,491,15825
154.5190216,5803,-595,15290
154.5340282,5603,-1965,14459
154.5490348,5559,-3730,13327
154.5640414,5613,-3529,13608
154.579048,4974,-1635,13907
154.5940547,6119,868,15093
154.6090613,7550,3924,16752
154.6240679,7009,5228,16163
154.6390745,6469,1757,15169
154.6540811,5521,-1426,13659
154.6690877,5871,-3104,13494
154.6840943,5018,-3192,13461
154.6991009,5920,-1804,14289
154.7141075,6172,107,14644
154.7291141,6890,1062,16318
154.7441207,7198,2646,16705
154.7591273,6400,2455,15762
154.7741339,6080,1000,15229
154.7891405,4945,-1942,13844
154.8041471,4683,-3893,13243
154.8191538,5127,-4018,13999
154.8341604,5832,-2488,14886
154.849167,6168,-440,15141
154.8641736,6289,417,15366
154.8791802,6872,1455,15177
154.8941868,6158,903,15599
154.9091934,6105,-163,14986
154.9242,6213,-350,14779
154.9392066,5881,-867,14389
154.9542132,6077,-510,14619
154.9692198,6113,-913,14076
154.9842264,5453,-706,14497
154.999233,6243,24,15296
155.0142396,6696,641,15962
155.0292462,6332,658,15228
155.0442529,6219,-483,14896
155.0592595,5252,-1433,14551
155.0742661,5263,-1757,14212
155.0892727,5420,-1962,14623
155.1042793,5635,-1757,14830
155.1192859,6192,-961,15630
155.1342925,6357,-598,15208
155.1492991,5983,-208,14980
155.1643057,5830,-1397,14519
155.1793123,5036,-3398,13771
155.1943189,5336,-4057,13789
155.2093255,5821,-1973,14775
155.2243321,6057,154,15106
155.2393387,6996,2145,15975
155.2543453,6552,3974,16368
155.269352,5724,2190,15275
155.2843586,5184,-1304,13704
155.2993652,4499,-3920,13361
155.3143718,4954,-4047,13442
155.3293784,5790,-2268,14770
155.344385,5901,-392,15504
155.3593916,6196,339,15626
155.3743982,6412,51,16010
155.3894048,6863,-194,15265
155.4044114,5829,-609,14922
155.419418,6390,-1217,14840
155.4344246,5596,-1395,14330
155.4494312,5998,-1198,15113
155.4644378,6049,-824,15146
155.4794444,6154,-568,15481
155.4944511,5937,-676,15320
155.5094577,6129,-1757,13804
155.5244643,4868,-2964,13644
155.5394709,5300,-3035,13450
155.5544775,5452,-1661,14739
155.5694841,6254,-702,15696
155.5844907,5951,-83,15230
155.5994973,5740,-898,14752
155.6145039,6063,-1722,14237
155.6295105,5960,-3014,14176
155.6445171,5764,-1538,14084
155.6595237,6284,-79,14933
155.6745303,6965,2569,16047
155.6895369,7038,4013,16106
155.7045435,6510,2839,16082
155.7195502,6074,649,14518
155.7345568,5310,-2269,13348
155.7495634,4703,-3248,12640
155.76457,4851,-2542,13386
155.7795766,5753,-1026,14801
155.7945832,6509,655,16062
155.8095898,7260,1438,16411
155.8245964,6537,1797,16105
155.839603,5920,1079,15282
155.8546096,5872,-539,14570
155.8696162,5495,-1770,14422
155.8846228,5702,-2088,14580
155.8996294,5951,-1094,15014
155.914636,5404,-1284,15878
155.9296426,6233,-278,14511
155.9446492,4529,-2602,14021
155.9596559,6011,-2135,14730
155.9746625,6253,-1650,14920
155.9896691,6414,-501,15390
156.0046757,6154,783,14917
156.0196823,6134,1317,15189
156.0346889,6466,1043,15263
156.0496955,6686,860,15748
156.0647021,5624,79,15274
156.0797087,5367,-157,14155
156.0947153,5485,-1012,14783
156.1097219,5709,-964,14785
156.1247285,5805,-671,14717
156.1397351,6271,-603,14863
156.1547417,5684,-361,14521
156.1697483,5354,-1262,14306
156.184755,5436,-2993,13974
156.1997616,3058,-920,17670
156.2147682,6560,-1384,13938
156.2297748,5226,-454,15410
156.2447814,6622,-363,15107
156.259788,5633,146,14700
156.2747946,5626,-900,14670
156.2898012,5530,-1047,14209
156.3048078,5962,-1076,14874
156.3198144,6324,-13,15043
156.334821,6248,205,15268
156.3498276,6367,643,15492
156.3648342,5937,281,15385
156.3798408,5941,-575,14682
156.3948474,6165,-1134,14421
156.4098541,5445,-2158,14418
156.4248607,6738,-2026,14895
156.4398673,6312,-817,14746
156.4548739,6724,-198,15421
156.4698805,6618,793,15364
156.4848871,6061,357,15089
156.4998937,5939,87,15297
156.5149003,6399,-28,15244
156.5299069,6236,-623,14602
156.5449135,6053,-1057,14810
156.5599201,6359,-1016,14727
156.5749267,6081,-788,14136
156.5899333,5946,-452,14326
156.6049399,6091,-1229,14059
156.6199465,6285,-1194,14897
156.6349532,6813,136,15409
156.6499598,6339,1183,15441
156.6649664,6643,1949,15450
156.679973,6430,1168,15125
156.6949796,5657,-548,14139
156.7099862,5664,-2563,14052
156.7249928,5496,-3779,13139
156.7399994,5119,-2639,13840
156.755006,5906,-988,14649
156.7700126,6426,75,15107
156.7850192,6895,285,15402
156.8000258,6656,-184,14731
156.8150324,6016,-507,15063
156.830039,6292,-775,14909
156.8450456,6437,-1138,14622
156.8600523,6665,-991,14722
156.8750589,6457,-729,15530
156.8900655,6875,-207,15118
156.9050721,6478,710,14557
156.9200787,5930,537,14954
156.9350853,6228,44,14589
156.9500919,6432,-1097,14586
156.9650985,6725,-1081,14920
156.9801051,6961,517,15786
156.9951117,6097,1025,15655
157.0101183,5286,-494,14064
157.0251249,5475,-1187,13482
157.0401315,5599,-995,13126
157.0551381,5893,-768,14380
157.0701447,6189,-367,14815
157.0851514,6366,-282,15361
157.100158,6647,-564,15027
157.1151646,6511,352,14832
157.1301712,6336,368,14691
157.1451778,6262,914,14970
157.1601844,6763,394,15579
157.175191,6847,588,15726
157.1901976,7065,1114,15303
157.2052042,6853,2116,15354
157.2202108,5948,2521,14403
157.2352174,5554,-127,13622
157.250224,4856,-3458,12927
157.2652306,5101,-4794,12780
157.2802372,5554,-2969,14361
157.2952438,5817,-1282,14493
157.3102505,6219,-702,15004
157.3252571,6416,-442,15005
157.3402637,6496,-560,14365
157.3552703,6493,-430,15514
157.3702769,7092,-480,15805
157.3852835,7044,-597,15217
157.4002901,6937,-443,15051
157.4152967,6819,73,15255
157.4303033,7828,1866,16262
157.4453099,6691,2842,15596
157.4603165,6224,1986,14880
157.4753231,5355,-2459,12802
157.4903297,5383,-4235,12166
157.5053363,5559,-2316,13542
157.5203429,7280,2618,15662
157.5353495,8443,6477,16332
157.5503562,6767,5346,15840
157.5653628,6356,633,13926
157.5803694,5269,-5636,12176
157.595376,5585,-7005,12597
157.6103826,5395,-3966,13327
157.6253892,5887,-1175,14678
157.6403958,6908,1098,15542
157.6554024,6682,1388,15066
157.670409,6315,-779,14455
157.6854156,6647,-1312,14380
157.7004222,6406,-2028,14481
157.7154288,7059,-1074,14973
157.7304354,6775,-309,14863
157.745442,6392,-453,14449
157.7604486,6384,-1025,14338
157.7754553,6816,-871,14956
157.7904619,6749,-43,15172
157.8054685,7549,266,15886
157.8204751,7533,514,15760
157.8354817,6682,553,15043
157.8504883,6555,46,14976
157.8654949,6996,1143,15191
157.8805015,8882,4560,16544
157.8955081,6280,6060,14805
157.9105147,4933,-1068,12269
157.9255213,4310,-6884,12302
157.9405279,2540,-7690,13910
157.9555345,5154,-2807,13243
157.9705411,7147,1394,16282
157.9855477,7419,4460,17071
158.0005544,7119,2415,16582
158.015561,5829,-651,14945
158.0305676,5910,-2586,13860
158.0455742,6890,-3743,13925
158.0605808,7707,-1611,14991
158.0755874,6823,760,15637
158.090594,7200,927,15989
158.1056006,6483,-246,15203
158.1206072,6527,-1009,14167
158.1356138,5684,-2324,13561
158.1506204,6543,-1202,14735
158.165627,7556,1843,16773
158.1806336,8316,5235,16313
158.1956402,6618,4478,15682
158.2106468,5665,-357,13282
158.2256535,5124,-4566,12645
158.2406601,5917,-5576,13335
158.2556667,5431,-4212,13508
158.2706733,5765,-2450,14435
158.2856799,6854,186,15544
158.3006865,6636,1734,15780
158.3156931,6263,-737,14776
158.3306997,6595,-3205,14179
158.3457063,5905,-3916,13276
158.3607129,6199,-2923,14222
158.3757195,6547,-1871,15004
158.3907261,6691,-1331,14996
158.4057327,6920,-911,15863
158.4207393,6508,-780,15371
158.4357459,6362,-1874,14853
158.4507526,5541,-2192,14264
158.4657592,5809,-1715,14632
158.4807658,5912,-1729,14639
158.4957724,6641,-740,15041
158.510779,6518,-441,15694
158.5257856,6500,308,15397
158.5407922,5889,-984,15218
158.5557988,6356,-1865,14927
158.5708054,6069,-1989,15106
158.585812,6046,-1932,15242
158.6008186,5417,-975,14584
158.6158252,5944,184,15153
158.6308318,5664,1402,14758
158.6458384,5779,2118,15124
158.660845,5602,622,14040
158.6758517,4437,-1604,13360
158.6908583,4456,-2761,13197
158.7058649,4212,-2013,13702
158.7208715,3993,-1260,13650
158.7358781,4344,-814,14475
158.7508847,5512,-361,15041
158.7658913,5908,-485,15008
158.7808979,5566,-798,15774
158.7959045,5842,-2316,15504
158.8109111,5968,-2385,14497
158.8259177,5471,-1516,14826
158.8409243,5237,-900,14734
158.8559309,6429,-2347,15820
158.8709375,6260,-3518,15691
158.8859441,5582,-5143,15028
158.9009508,5035,-5815,13434
158.9159574,4924,-4705,13920
158.930964,5685,-3403,14289
158.9459706,5944,-1970,14832
158.9609772,6110,-1281,16096
158.9759838,5900,-2103,15364
158.9909904,5964,-2133,14525
159.005997,6573,-2416,14901
159.0210036,5695,-2317,14567
159.0360102,6163,-1649,14995
159.0510168,6212,-1285,16072
159.0660234,6839,-1427,15733
159.08103,6829,-840,16484
159.0960366,6823,86,15894
159.1110432,5699,-1188,14744
159.1260498,5148,-3102,13424
159.1410565,4959,-5072,12602
159.1560631,4882,-4783,13415
159.1710697,6127,-2525,14562
159.1860763,7444,1631,16402
159.2010829,5859,4325,16709
159.2160895,5829,2431,15124
159.2310961,5571,-3573,13196
159.2461027,4619,-7966,12740
159.2611093,4613,-8641,12012
159.2761159,5348,-6479,13584
159.2911225,5802,-3232,14790
159.3061291,6535,-721,15013
159.3211357,7091,-669,16799
159.3361423,7170,113,15794
159.3511489,6061,-499,15533
159.3661556,6295,-1655,15080
159.3811622,5608,-3333,14513
159.3961688,5978,-3607,13993
159.4111754,5632,-3191,14418
159.426182,6141,-2120,14989
159.4411886,6158,-1531,14560
159.4561952,6161,-1169,14563
159.4712018,6308,-1464,14937
159.4862084,5901,-2322,14246
159.501215,5835,-2167,14489
159.5162216,6091,-2058,15392
159.5312282,6357,-729,16023
159.5462348,5787,-572,14964
159.5612414,5500,-1465,14353
159.576248,5651,-3023,13873
159.5912547,5530,-3319,13951
159.6062613,6338,-2427,15394
159.6212679,6070,-328,15346
159.6362745,5891,81,14635
159.6512811,5305,-1403,14499
159.6662877,5149,-3308,13791
159.6812943,5439,-3910,14097
159.6963009,5534,-3061,14991
159.7113075,6757,-2224,15194
159.7263141,5198,-2011,14817
159.7413207,5601,-1767,14744
159.7563273,4484,-3946,13793
159.7713339,4627,-5075,13237
159.7863405,5897,-2842,14600
159.8013471,6325,-1519,16068
159.8163538,7209,561,16835
159.8313604,7027,924,17114
159.846367,6837,-395,15970
159.8613736,6029,-2370,14665
159.8763802,5262,-3128,14130
159.8913868,5952,-3023,13755
159.9063934,5660,-2176,14660
159.9214,6788,-778,15216
159.9364066,7126,636,15980
159.9514132,5966,1953,15530
159.9664198,5062,-919,14193
159.9814264,4305,-3097,13671
159.996433,5032,-6057,12309
160.0114396,3777,-6078,13684
160.0264462,5301,-5039,13066
160.0414529,4644,-2969,13557
160.0564595,5972,-1713,15057
160.0714661,6945,-686,16015
160.0864727,7254,236,16603
160.1014793,6979,-444,15867
160.1164859,5816,-1274,15663
160.1314925,5669,-1995,14526
160.1464991,4641,-3544,14074
160.1615057,5816,-2471,14759
160.1765123,6244,-1383,14410
160.1915189,6917,-245,15110
160.2065255,6109,-216,15794
160.2215321,6108,-1017,15578
160.2365387,5441,-1067,14625
160.2515453,5116,-1377,14491
160.266552,6065,-1932,14627
160.2815586,5430,-1945,14924
160.2965652,5789,-1952,14856
160.3115718,5016,-1823,15587
160.3265784,5418,-2154,14455
160.341585,4546,-3309,13386
160.3565916,4769,-3834,12961
160.3715982,5569,-4384,13663
160.3866048,6745,-1989,15606
160.4016114,6777,2543,16504
160.416618,6776,5992,16330
160.4316246,5689,4125,15889
160.4466312,5222,770,13992
160.4616378,4193,-3561,12283
160.4766444,4894,-3607,13223
160.4916511,4907,-2551,14146
160.5066577,5017,-854,14691
160.5216643,6334,-363,15406
160.5366709,6545,-222,15688
160.5516775,6405,39,15678
160.5666841,5685,212,15407
160.5816907,5619,14,15280
160.5966973,6159,-752,15660
160.6117039,5782,-1283,15157
160.6267105,6529,-951,15478
160.6417171,6406,335,15936
160.6567237,5963,445,15427
160.6717303,5119,-1060,14043
160.6867369,4323,-5016,12869
160.7017435,3956,-6817,12508
160.7167502,4151,-5347,13572
160.7317568,5872,-1939,15666
160.7467634,6476,431,16308
160.76177,6659,645,15620
160.7767766,6224,-313,15345
160.7917832,6246,-2233,14933
160.8067898,5499,-3753,13830
160.8217964,5244,-3298,14585
160.836803,5467,-1513,14878
160.8518096,5690,228,15233
160.8668162,6589,1227,16235
160.8818228,5816,714,16315
160.8968294,5406,-1025,15173
160.911836,5052,-3515,14391
160.9268426,4958,-4166,13337
160.9418492,4820,-3127,14156
160.9568559,6426,-1022,15102
160.9718625,6180,100,15530
160.9868691,5287,-952,14892
161.0018757,4668,-3462,13638
161.0168823,3663,-6717,13089
161.0318889,4499,-4391,13112
161.0468955,6163,-576,15487
161.0619021,7905,4636,16047
161.0769087,8102,6496,16456
161.0919153,6286,2389,13761
161.1069219,4348,-2127,13020
161.1219285,4696,-5063,12774
161.1369351,4672,-3528,13844
161.1519417,5309,-1705,14931
161.1669483,5590,-626,15421
161.181955,6454,-1205,15137
161.1969616,6204,-1595,14895
161.2119682,5629,-962,15191
161.2269748,5998,-808,14830
161.2419814,4791,-1943,14470
161.256988,4812,-3744,13790
161.2719946,4875,-5083,13941
161.2870012,5421,-4339,14328
161.3020078,5668,-4029,14037
161.3170144,5668,-3152,14607
161.332021,5971,-2126,14975
161.3470276,5548,-2065,15688
161.3620342,6859,-2087,15344
161.3770408,6106,-2469,15460
161.3920474,6250,-2058,15808
161.4070541,5673,-1140,15391
161.4220607,5763,-1660,14763
161.4370673,5423,-1549,14725
161.4520739,5169,-2532,14327
161.4670805,5580,-2460,14538
161.4820871,5575,-1875,15083
161.4970937,5807,-1432,15173
161.5121003,5512,-1221,14931
161.5271069,5599,-1628,15069
161.5421135,5549,-606,14960
161.5571201,5165,-1406,14470
161.5721267,5040,-1964,14585
161.5871333,5688,-2445,15588
161.6021399,5998,-1848,15655
161.6171465,6631,-219,16380
161.6321532,6022,2039,15786
161.6471598,5056,-278,14753
161.6621664,4919,-3110,13790
161.677173,4541,-4784,12908
161.6921796,4802,-5526,13373
161.7071862,4996,-3856,13871
161.7221928,5405,-2853,14124
161.7371994,5460,-1164,14692
161.752206,5752,-854,15392
161.7672126,5744,-1920,15205
161.7822192,6018,-2146,15264
161.7972258,6026,-2084,15368
161.8122324,5990,-2018,15457
161.827239,5845,-2151,14703
161.8422456,5812,-2138,15222
161.8572523,6407,-1889,15790
161.8722589,5454,-1633,15180
161.8872655,5112,-1804,14930
161.9022721,5224,-2576,14189
161.9172787,4354,-2793,14664
161.9322853,5845,-2615,14624
161.9472919,5892,-975,15694
161.9622985,6538,-339,17032
161.9773051,5814,1258,16467
161.9923117,5654,438,14891
162.0073183,5130,-1987,13859
162.0223249,4788,-4297,12706
162.0373315,4698,-6146,12578
162.0523381,4240,-6276,12883
162.0673447,4670,-3798,13762
162.0823514,4284,-1150,14982
162.097358,6614,1436,17084
162.1123646,6222,3414,17341
162.1273712,6458,426,14483
162.1423778,5790,-983,14994
162.1573844,5111,-3855,13585
162.172391,5088,-4213,14280
162.1873976,5101,-2947,14583
162.2024042,5781,-1426,15112
162.2174108,6298,-110,16033
162.2324174,6075,393,14551
162.247424,5724,-466,15537
162.2624306,6591,-1239,15434
162.2774372,5601,-203,14858
162.2924438,5457,-744,15306
162.3074505,5659,-743,14720
162.3224571,5595,-1230,14777
162.3374637,5474,-1742,14146
162.3524703,5739,-2136,14046
162.3674769,5739,-1337,14859
162.3824835,5521,-318,14467
162.3974901,6756,1292,14554
162.4124967,6078,2389,14919
162.4275033,6190,2331,15705
162.4425099,6527,1071,15777
162.4575165,5782,1010,15030
162.4725231,4680,-1228,13558
162.4875297,4696,-3020,13384
